,Rating,Company Name,Job Title,Salary,Location,Employment_status,Job_roles,Rank,Local Purchasing Power Index,Total Expenses,Salary-to-Expenses Ratio,Salary-to-Purchasing Power Ratio
4550,3.7,HCL Technologies,Software Development Engineer (SDE),400000,Bangalore,Full Time,SDE,21,131.8,82.0,4878.05,3034.90
4551,4.5,NeoGrowth Credit,Software Development Engineer,1100000,Bangalore,Full Time,SDE,21,131.8,82.0,13414.63,8345.98
4552,4.1,Sprinklr,Software Development Engineer In Test (SDET),1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4553,4.1,CSG,Software Development Engineer II,1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4554,4.0,Capillary Technologies,Software Development Engineer (SDE),500000,Bangalore,Full Time,SDE,21,131.8,82.0,6097.56,3793.63
4555,3.9,OLX People,Software Development Engineer In Test (SDET) II,500000,Bangalore,Full Time,SDE,21,131.8,82.0,6097.56,3793.63
4556,3.9,ABC,Software Development Engineer In Test (SDET),500000,Bangalore,Full Time,SDE,21,131.8,82.0,6097.56,3793.63
4557,4.5,ZestMoney,Software Development Engineer,800000,Bangalore,Full Time,SDE,21,131.8,82.0,9756.10,6069.80
4558,4.3,Dell Technologies,Software Development Engineer (SDE) II,1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4559,4.0,J.P. Morgan,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4560,4.6,redBus India,Software Development Engineer,300000,Bangalore,Full Time,SDE,21,131.8,82.0,3658.54,2276.18
4561,3.8,Honeywell,Software Development Engineer (SDE) II,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4562,4.3,Junglee Games,Software Development Engineer,600000,Bangalore,Full Time,SDE,21,131.8,82.0,7317.07,4552.35
4563,4.3,Instamojo,Software Development Engineer,1100000,Bangalore,Full Time,SDE,21,131.8,82.0,13414.63,8345.98
4564,4.0,FICO,Software Development Engineer (SDE),600000,Bangalore,Full Time,SDE,21,131.8,82.0,7317.07,4552.35
4565,3.7,Nestaway Technologies,Software Development Engineer,1100000,Bangalore,Full Time,SDE,21,131.8,82.0,13414.63,8345.98
4566,4.3,Snapdeal,Software Development Engineer I,1100000,Bangalore,Full Time,SDE,21,131.8,82.0,13414.63,8345.98
4567,3.4,BlackBuck,Software Development Engineer (SDE),1100000,Bangalore,Full Time,SDE,21,131.8,82.0,13414.63,8345.98
4568,3.4,BlackBuck,Software Development Engineer,1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4569,3.7,Commvault,Software Development Engineer In Test (SDET),900000,Bangalore,Full Time,SDE,21,131.8,82.0,10975.61,6828.53
4570,3.8,Citrix,Software Development Engineer I,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4571,4.2,Informatica,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4572,4.2,Planview,Software Development Engineer In Test (SDET),600000,Bangalore,Full Time,SDE,21,131.8,82.0,7317.07,4552.35
4573,4.4,Adobe,Software Development Engineer (SDE),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4574,3.8,Samsung Electronics,Software Development Engineer,600000,Bangalore,Full Time,SDE,21,131.8,82.0,7317.07,4552.35
4575,4.1,Ness Digital Engineering,Senior Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4576,4.6,Amagi,Software Development Engineer (SDE),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4577,4.3,Snapdeal,Software Development Engineer,1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4578,3.5,Stayzilla,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4579,4.3,Dell Technologies,Software Development Engineer II,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4580,4.3,VMware,Software Development Engineer (SDE),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4581,4.4,Adobe,Software Development Engineer,900000,Bangalore,Full Time,SDE,21,131.8,82.0,10975.61,6828.53
4582,4.0,HomeLane,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4583,4.0,Shaw Communications,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4584,3.9,Telstra,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4585,4.3,NoBrokerHood,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4586,3.9,OLX People,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4587,4.1,Airbus,Software Development Engineer - Contractor,1200000,Bangalore,Contractor,SDE,21,131.8,82.0,14634.15,9104.70
4588,4.4,Ula,Software Development Engineer - Intern,1200000,Bangalore,Intern,SDE,21,131.8,82.0,14634.15,9104.70
4589,4.5,Pingala Software India,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4590,3.4,Medlife.com,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4591,4.0,Lovely Professional University,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4592,5.0,Sabya,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4593,3.8,PathPartner Technology,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4594,4.4,Tricog Health Services,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4595,3.3,MSC Software,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4596,4.1,PayPal,Software Development Engineer - Intern,1200000,Bangalore,Intern,SDE,21,131.8,82.0,14634.15,9104.70
4597,3.0,Resolve Systems,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4598,3.6,UnitedHealth Group,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4599,4.0,JPMorgan Chase & Co,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4600,4.0,Hdref,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4601,4.0,SAP Ariba,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4602,3.4,Joy Global,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4603,3.4,Charter Global,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4604,4.0,Rahul Infotech,Software Development Engineer - Intern,1200000,Bangalore,Intern,SDE,21,131.8,82.0,14634.15,9104.70
4605,4.5,Wavicle Technologies,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4606,4.1,CYBERNETYX Interaktiv,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4607,4.2,Netwoven,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4608,3.2,Millward Brown,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4609,3.7,ITC Infotech,Software Development Engineer (SDE),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4610,3.8,Samsung Electronics,Software Development Engineer In Test (SDET),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4611,4.1,YourStory (India),Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4612,4.3,Urban Ladder,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4613,4.3,ABC Tech,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4614,5.0,PayO,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4615,3.9,WhiteHat Jr,Software Development Engineer (SDE),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4616,4.1,Lenskart Solutions,Software Development Engineer (SDE),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4617,3.9,XYZ (Turkey),Software Development Engineer In Test (SDET),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4618,3.5,EagleView,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4619,3.4,Medlife.com,Software Development Engineer (SDE),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4620,4.4,Open Financial Technologies,Software Development Engineer (SDE),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4621,4.0,J.P. Morgan,Software Development Engineer I,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4622,4.5,Google,Software Development Engineer In Test (SDET),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4623,3.9,Infifresh Foods,Software Development Engineer (SDE),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4624,3.9,Western Digital,Software Development Engineer (SDE),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4625,4.0,HomeLane,Software Development Engineer I,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4626,3.8,Anonymous,Software Development Engineer I,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4627,3.6,Novopay Solutions,Software Development Engineer (SDE) II,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4628,4.0,Zeta Suite,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4629,4.4,Gameskraft,Software Development Engineer (SDE),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4630,4.2,Juniper Networks,Software Development Engineer In Test (SDET),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4631,4.1,IBM,Software Development Engineer (SDE) II,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4632,3.9,ABCDEF,Software Development Engineer,144000,Bangalore,Full Time,SDE,21,131.8,82.0,1756.10,1092.56
4633,3.8,Hexaware Technologies,Software Development Engineer - Intern,144000,Bangalore,Intern,SDE,21,131.8,82.0,1756.10,1092.56
4634,4.3,Nineleaps Technology Solutions,Software Development Engineer - Intern,144000,Bangalore,Intern,SDE,21,131.8,82.0,1756.10,1092.56
4635,4.2,Pelatro,Software Development Engineer - Intern,144000,Bangalore,Intern,SDE,21,131.8,82.0,1756.10,1092.56
4636,4.0,GiveIndia,Software Development Engineer - Intern,144000,Bangalore,Intern,SDE,21,131.8,82.0,1756.10,1092.56
4637,4.1,First Student,Software Development Engineer (SDE),144000,Bangalore,Full Time,SDE,21,131.8,82.0,1756.10,1092.56
4638,4.2,Freelancer,Software Development Engineer (SDE),144000,Bangalore,Full Time,SDE,21,131.8,82.0,1756.10,1092.56
4639,4.3,Moveinsync Technology Solutions,Software Development Engineer,200000,Bangalore,Full Time,SDE,21,131.8,82.0,2439.02,1517.45
4640,3.8,Thomson Reuters,Senior Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4641,3.9,Avaya,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4642,3.8,Symphony Teleca,Senior Software Development Engineer,1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4643,3.7,Jio,Software Development Engineer (SDE),500000,Bangalore,Full Time,SDE,21,131.8,82.0,6097.56,3793.63
4644,4.3,Nineleaps Technology Solutions,Software Development Engineer (SDE) II,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4645,3.8,Amazon,Software Development Engineer - Contractor,500000,Bangalore,Contractor,SDE,21,131.8,82.0,6097.56,3793.63
4646,4.1,CSG,Software Development Engineer (SDE) II,1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4647,3.7,Jio,Software Development Engineer,800000,Bangalore,Full Time,SDE,21,131.8,82.0,9756.10,6069.80
4648,3.9,Mobile Premier League,Software Development Engineer,1100000,Bangalore,Full Time,SDE,21,131.8,82.0,13414.63,8345.98
4649,4.1,PayPal,Software Development Engineer (SDE),1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4650,4.0,Goldman Sachs,Software Development Engineer (SDE),100000,Bangalore,Full Time,SDE,21,131.8,82.0,1219.51,758.73
4651,4.3,Intel Corporation,Software Development Engineer,2600000,Bangalore,Full Time,SDE,21,131.8,82.0,31707.32,19726.86
4652,4.7,Atlassian,Software Development Engineer (SDE),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4653,3.9,Exotel,Software Development Engineer I,400000,Bangalore,Full Time,SDE,21,131.8,82.0,4878.05,3034.90
4654,3.8,TiVo,Software Development Engineer In Test (SDET),200000,Bangalore,Full Time,SDE,21,131.8,82.0,2439.02,1517.45
4655,4.2,Juniper Networks,Software Development Engineer (SDE),900000,Bangalore,Full Time,SDE,21,131.8,82.0,10975.61,6828.53
4656,4.3,Embibe,Software Development Engineer (SDE),200000,Bangalore,Full Time,SDE,21,131.8,82.0,2439.02,1517.45
4657,4.3,Cisco Systems,Software Development Engineer-II,700000,Bangalore,Full Time,SDE,21,131.8,82.0,8536.59,5311.08
4658,3.7,Halodoc,Software Development Engineer (SDE),1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4659,4.3,Embibe,Software Development Engineer I,700000,Bangalore,Full Time,SDE,21,131.8,82.0,8536.59,5311.08
4660,4.0,Walmart Global Tech,Software Development Engineer (SDE),900000,Bangalore,Full Time,SDE,21,131.8,82.0,10975.61,6828.53
4661,3.8,Symphony Teleca,Senior Software Engineer - Product Development,1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4662,3.7,NoBroker,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4663,4.1,Sprinklr,Senior Software Development Engineer In Test,100000,Bangalore,Full Time,SDE,21,131.8,82.0,1219.51,758.73
4664,3.1,Samsung R&D Institute India - Bangalore,Software Development Engineer (SDE),600000,Bangalore,Full Time,SDE,21,131.8,82.0,7317.07,4552.35
4665,4.0,Walmart Global Tech,Software Development Engineer (SDE) II,1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4666,4.2,Sigmoid,Software Development Engineer I,1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4667,4.0,Nones,Software Development Engineer (SDE),1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4668,4.5,Akamai,Software Development Engineer In Test (SDET) II,1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4669,4.1,FreeCharge,Lead Software Development Engineer In Test,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4670,3.6,Innovaccer,Software Development Engineer (SDE),1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4671,4.1,[24]7.ai,Senior Software Development Engineer In Test,100000,Bangalore,Full Time,SDE,21,131.8,82.0,1219.51,758.73
4672,3.8,Quotient,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4673,4.3,Cogoport,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4674,4.7,Gameberry Labs,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4675,3.5,Gridworks (India),Software Development Engineer (SDE) II,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4676,3.7,EMC,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4677,3.7,Subex,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4678,4.2,Brocade,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4679,3.5,CoStrategix,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4680,3.4,OnePlus Global,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4681,4.0,AppViewX,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4682,3.8,Portel Logistic Technologies,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4683,3.5,Avesha,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4684,3.4,Avago Technologies,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4685,3.3,Amalgamated Security Services,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4686,3.5,Amazon Prime Now,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4687,4.5,Akamai,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4688,4.2,Goibibo,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4689,4.1,Affle,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4690,3.4,Quikr India,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4691,4.0,Morgan Stanley,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4692,4.0,Goldman Sachs,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4693,3.8,ClearTax,Software Development Engineer I,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4694,3.7,Arvind Internet,Software Development Engineer (SDE) II,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4695,4.1,Nutanix,Software Development Engineer - Intern,1300000,Bangalore,Intern,SDE,21,131.8,82.0,15853.66,9863.43
4696,4.0,Cyware,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4697,4.3,Zendrive,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4698,3.6,GoodWorkLabs Services,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4699,3.8,SanDisk,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4700,3.8,KnowledgeHut,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4701,4.5,Zetwerk,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4702,4.2,Goibibo,Software Development Engineer - Intern,1300000,Bangalore,Intern,SDE,21,131.8,82.0,15853.66,9863.43
4703,3.8,Amazon,Software Development Engineer-I,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4704,3.5,LSI,Software Development Engineer II,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4705,3.3,Walmart,Software Development Engineer II,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4706,4.2,Juniper Networks,Software Development Engineer (SDE) II,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4707,4.3,yellow.ai,Software Development Engineer I,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4708,4.2,Juniper Networks,Software Development Engineer II,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4709,4.6,Cloud Collab Technologies,Software Development Engineer (SDE) II,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4710,4.1,Plivo,Software Development Engineer I,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4711,4.5,SmartCoin Financials,Software Development Engineer I,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4712,4.4,FP Tech Science,Software Development Engineer II,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4713,4.1,Centers for Disease Control and Prevention,Software Development Engineer,156000,Bangalore,Full Time,SDE,21,131.8,82.0,1902.44,1183.61
4714,4.1,Rubrik,Software Development Engineer - Intern,156000,Bangalore,Intern,SDE,21,131.8,82.0,1902.44,1183.61
4715,4.2,Perfios Software,Software Development Engineer In Test (SDET),156000,Bangalore,Full Time,SDE,21,131.8,82.0,1902.44,1183.61
4716,3.7,US Department of Veterans Affairs,Software Development Engineer (SDE),156000,Bangalore,Full Time,SDE,21,131.8,82.0,1902.44,1183.61
4717,4.7,Atlassian,Software Development Engineer I,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4718,4.3,Embibe,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4719,4.1,Hewlett Packard Enterprise | HPE,Senior Software Development Engineer,800000,Bangalore,Full Time,SDE,21,131.8,82.0,9756.10,6069.80
4720,4.1,Motorola Mobility,Software Development Engineer,900000,Bangalore,Full Time,SDE,21,131.8,82.0,10975.61,6828.53
4721,3.8,XYZ,Software Development Engineer,200000,Bangalore,Full Time,SDE,21,131.8,82.0,2439.02,1517.45
4722,3.9,Western Digital,Software Development Engineer,800000,Bangalore,Full Time,SDE,21,131.8,82.0,9756.10,6069.80
4723,4.2,Sigmoid,Software Development Engineer (SDE),1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4724,4.1,eBay,Software Development Engineer,400000,Bangalore,Full Time,SDE,21,131.8,82.0,4878.05,3034.90
4725,4.3,Dell Technologies,Senior Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4726,4.0,Applied Materials,Software Development Engineer,700000,Bangalore,Full Time,SDE,21,131.8,82.0,8536.59,5311.08
4727,3.8,Citrix,Software Development Engineer (SDE),1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4728,3.9,Sabre,Software Development Engineer,500000,Bangalore,Full Time,SDE,21,131.8,82.0,6097.56,3793.63
4729,4.6,Intuit,Software Development Engineer (SDE),200000,Bangalore,Full Time,SDE,21,131.8,82.0,2439.02,1517.45
4730,4.4,Cradlepoint,Software Development Engineer (SDE),1400000,Bangalore,Full Time,SDE,21,131.8,82.0,17073.17,10622.15
4731,4.0,J.P. Morgan,Software Development Engineer (SDE),1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4732,4.0,Avail Finance,Software Development Engineer (SDE),800000,Bangalore,Full Time,SDE,21,131.8,82.0,9756.10,6069.80
4733,3.3,Ola,Software Development Engineer In Test I,1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4734,4.0,Visa Inc.,Software Development Engineer (SDE),1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4735,4.5,LinkedIn,Software Development Engineer,100000,Bangalore,Full Time,SDE,21,131.8,82.0,1219.51,758.73
4736,4.5,Google,Software Development Engineer I,1100000,Bangalore,Full Time,SDE,21,131.8,82.0,13414.63,8345.98
4737,4.0,Pac-Van,Software Development Engineer,600000,Bangalore,Full Time,SDE,21,131.8,82.0,7317.07,4552.35
4738,4.0,Zomato,Software Development Engineer (SDE),1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4739,3.3,Ola,Software Development Engineer,2300000,Bangalore,Full Time,SDE,21,131.8,82.0,28048.78,17450.68
4740,4.3,Cisco Systems,Software Development Engineer II,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4741,3.8,Amazon,Software Development Engineer In Test (SDET) II,1100000,Bangalore,Full Time,SDE,21,131.8,82.0,13414.63,8345.98
4742,3.8,Amazon,Software Development Engineer (SDE),100000,Bangalore,Full Time,SDE,21,131.8,82.0,1219.51,758.73
4743,2.1,OLA Electric,Software Development Engineer,1500000,Bangalore,Full Time,SDE,21,131.8,82.0,18292.68,11380.88
4744,3.8,Amazon,Software Development Engineer (SDE),1188000,Bangalore,Full Time,SDE,21,131.8,82.0,14487.80,9013.66
4745,3.8,Amazon,Software Development Engineer (SDE1),1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4746,4.1,Nokia,Engineer Software Development,900000,Bangalore,Full Time,SDE,21,131.8,82.0,10975.61,6828.53
4747,4.0,Visa Inc.,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4748,4.4,SAP,Software Development Engineer (SDE),600000,Bangalore,Full Time,SDE,21,131.8,82.0,7317.07,4552.35
4749,4.0,Walmart Global Tech,Software Development Engineer,100000,Bangalore,Full Time,SDE,21,131.8,82.0,1219.51,758.73
4750,3.9,Oracle,Senior Software Development Engineer,1000000,Bangalore,Full Time,SDE,21,131.8,82.0,12195.12,7587.25
4751,4.6,VRIZE,Software Development Engineer,700000,Bangalore,Full Time,SDE,21,131.8,82.0,8536.59,5311.08
4752,4.0,Zeta Suite,Software Development Engineer I,1100000,Bangalore,Full Time,SDE,21,131.8,82.0,13414.63,8345.98
4753,4.6,Amagi,Software Development Engineer,1300000,Bangalore,Full Time,SDE,21,131.8,82.0,15853.66,9863.43
4754,4.4,Groww,Software Development Engineer,1200000,Bangalore,Full Time,SDE,21,131.8,82.0,14634.15,9104.70
4755,4.5,LendingKart,Software Development Engineer (SDE),900000,Bangalore,Full Time,SDE,21,131.8,82.0,10975.61,6828.53
4756,3.6,Ranjana Khan,Software Development Engineer,1400000,Bangalore,Full Time,SDE,21,131.8,82.0,17073.17,10622.15
4757,3.9,Bookmyshow,Software Development Engineer,1400000,Bangalore,Full Time,SDE,21,131.8,82.0,17073.17,10622.15
4758,4.0,"LiftOFF (Glendale, CA)",Software Development Engineer,1400000,Bangalore,Full Time,SDE,21,131.8,82.0,17073.17,10622.15
4759,4.5,RadiSys,Software Development Engineer,1400000,Bangalore,Full Time,SDE,21,131.8,82.0,17073.17,10622.15
4760,3.0,talscale,Software Development Engineer,1400000,Bangalore,Full Time,SDE,21,131.8,82.0,17073.17,10622.15
4761,3.5,Playdom,Software Development Engineer,1400000,Bangalore,Full Time,SDE,21,131.8,82.0,17073.17,10622.15
4762,3.8,First American Financial Corporation,Software Development Engineer,1400000,Bangalore,Full Time,SDE,21,131.8,82.0,17073.17,10622.15
4763,3.8,Anonymous Content,Software Development Engineer,1400000,Bangalore,Full Time,SDE,21,131.8,82.0,17073.17,10622.15
4764,3.7,Kiwi India,Software Development Engineer,1400000,Bangalore,Full Time,SDE,21,131.8,82.0,17073.17,10622.15
4765,4.2,Hike,Software Development Engineer,1400000,Bangalore,Full Time,SDE,21,131.8,82.0,17073.17,10622.15
4766,5.0,Liv.ai,Software Development Engineer,1400000,Bangalore,Full Time,SDE,21,131.8,82.0,17073.17,10622.15
